age,education-num,hours-per-week,income
77,10,40, <=50K
39,13,45, >50K
27,10,40, >50K
66,11,30, <=50K
37,10,40, <=50K
19,7,15, <=50K
33,13,40, <=50K
33,13,40, <=50K
28,13,45, <=50K
42,13,38, >50K
39,13,35, <=50K
36,10,38, <=50K
26,13,40, <=50K
27,13,40, <=50K
40,9,40, <=50K
38,9,20, <=50K
39,13,40, <=50K
38,9,50, <=50K
35,10,48, <=50K
58,3,40, <=50K
27,10,25, <=50K
27,11,35, <=50K
22,9,15, <=50K
59,6,40, <=50K
25,13,65, <=50K
65,10,40, <=50K
44,13,40, >50K
36,9,40, <=50K
23,7,50, <=50K
18,8,30, <=50K
48,9,40, >50K
65,7,15, <=50K
55,10,40, <=50K
68,9,40, <=50K
31,10,45, <=50K
20,10,15, <=50K
22,9,40, <=50K
34,9,20, >50K
23,9,50, <=50K
24,9,40, <=50K
19,8,30, <=50K
28,12,70, >50K
28,9,40, <=50K
34,9,50, <=50K
53,9,60, >50K
22,4,40, <=50K
42,9,43, >50K
22,7,30, <=50K
21,10,40, <=50K
31,13,60, >50K
81,9,20, <=50K
22,10,20, <=50K
17,7,16, <=50K
21,9,20, <=50K
29,10,36, <=50K
45,15,30, >50K
50,9,40, <=50K
17,6,35, <=50K
39,9,70, <=50K
23,13,40, <=50K
68,10,40, <=50K
19,9,40, <=50K
55,14,55, >50K
45,13,37, <=50K
36,10,40, <=50K
43,14,40, >50K
28,9,40, <=50K
34,13,60, >50K
65,13,40, <=50K
50,13,40, >50K
56,10,35, <=50K
64,3,16, <=50K
26,12,45, >50K
44,7,44, <=50K
43,6,40, <=50K
17,5,40, <=50K
47,10,35, <=50K
73,3,20, <=50K
33,15,50, >50K
23,9,75, <=50K
64,4,4, <=50K
43,9,40, <=50K
45,12,40, <=50K
49,4,45, <=50K
52,7,40, >50K
62,15,30, >50K
31,9,16, <=50K
32,10,45, <=50K
35,9,40, <=50K
37,9,40, >50K
24,9,70, <=50K
34,5,40, <=50K
33,5,35, <=50K
29,9,40, <=50K
22,10,40, <=50K
45,13,55, >50K
22,9,33, <=50K
40,9,35, >50K
31,5,43, >50K
38,9,40, <=50K
29,9,40, <=50K
76,6,40, <=50K
22,9,42, <=50K
20,7,40, <=50K
46,12,44, >50K
42,12,35, <=50K
24,13,40, <=50K
71,4,40, >50K
40,9,40, <=50K
76,15,20, <=50K
47,10,40, <=50K
26,13,40, <=50K
36,9,40, <=50K
53,6,40, <=50K
22,8,35, <=50K
37,13,50, >50K
63,4,40, <=50K
51,10,24, <=50K
49,9,40, <=50K
31,12,40, <=50K
22,10,55, <=50K
40,15,45, >50K
20,10,40, <=50K
42,10,60, <=50K
63,14,40, >50K
20,9,25, <=50K
36,9,30, <=50K
56,9,10, <=50K
31,10,40, <=50K
22,10,28, <=50K
31,13,60, >50K
31,4,35, <=50K
40,16,45, <=50K
45,6,40, <=50K
41,9,40, <=50K
43,14,25, <=50K
24,9,40, <=50K
24,13,15, <=50K
43,13,50, >50K
22,10,43, <=50K
34,13,40, >50K
19,6,40, <=50K
35,10,45, >50K
32,13,45, >50K
51,10,40, >50K
49,10,43, <=50K
38,10,40, >50K
31,9,40, >50K
71,10,60, <=50K
41,10,40, <=50K
39,13,40, <=50K
38,10,41, <=50K
40,9,40, <=50K
38,10,35, <=50K
36,9,40, <=50K
34,9,38, <=50K
38,10,40, <=50K
32,11,40, >50K
31,9,40, <=50K
19,10,30, <=50K
48,9,40, >50K
49,9,40, <=50K
56,9,40, <=50K
40,13,40, >50K
31,10,20, >50K
27,12,40, <=50K
47,13,60, <=50K
63,4,55, <=50K
31,9,40, <=50K
18,10,30, <=50K
22,10,20, <=50K
46,10,45, >50K
37,9,25, <=50K
42,9,40, <=50K
59,13,50, >50K
50,13,40, <=50K
23,6,40, <=50K
45,9,40, <=50K
32,4,19, <=50K
58,10,40, >50K
24,10,40, <=50K
36,13,40, <=50K
32,13,40, <=50K
43,5,50, <=50K
20,9,40, <=50K
51,13,40, >50K
53,16,40, <=50K
73,13,30, <=50K
41,10,55, <=50K
32,9,40, <=50K
20,10,30, <=50K
38,9,40, <=50K
43,10,72, <=50K
39,10,75, <=50K
63,13,40, <=50K
21,13,20, <=50K
27,9,40, <=50K
28,10,40, <=50K
43,9,40, <=50K
36,12,40, >50K
24,5,12, <=50K
20,10,25, <=50K
47,9,85, >50K
23,10,40, <=50K
35,13,40, >50K
61,9,40, >50K
25,13,35, <=50K
42,12,40, <=50K
24,13,40, <=50K
61,9,16, <=50K
68,4,10, <=50K
43,13,50, >50K
53,9,40, >50K
50,10,50, <=50K
35,10,38, >50K
31,10,40, <=50K
31,15,35, <=50K
49,9,40, <=50K
54,9,49, <=50K
35,13,60, <=50K
67,9,50, <=50K
17,8,20, <=50K
67,9,40, <=50K
24,5,40, <=50K
45,10,40, <=50K
40,13,44, >50K
23,12,30, <=50K
28,9,60, <=50K
27,10,45, <=50K
43,11,40, <=50K
33,14,50, >50K
26,11,65, <=50K
24,13,39, <=50K
34,9,70, <=50K
34,16,50, >50K
34,13,40, <=50K
36,12,40, <=50K
38,9,54, >50K
17,6,20, <=50K
20,9,43, <=50K
30,9,40, <=50K
55,11,50, >50K
33,6,40, <=50K
46,9,40, >50K
47,9,40, >50K
25,9,40, <=50K
37,12,38, <=50K
38,13,80, >50K
52,10,40, >50K
23,13,25, <=50K
49,13,50, >50K
23,10,50, <=50K
17,7,12, <=50K
42,4,40, <=50K
29,4,40, <=50K
40,10,40, <=50K
44,13,60, >50K
51,5,20, <=50K
37,6,50, <=50K
23,9,30, <=50K
34,10,37, <=50K
54,6,45, <=50K
35,9,30, <=50K
27,9,80, >50K
32,13,40, <=50K
37,15,60, >50K
30,10,40, <=50K
23,11,40, <=50K
53,10,40, <=50K
41,13,60, >50K
46,12,55, <=50K
39,14,40, <=50K
32,9,35, <=50K
30,9,40, <=50K
53,16,37, >50K
49,14,60, <=50K
28,7,40, <=50K
22,9,40, <=50K
32,13,35, >50K
29,9,40, <=50K
23,10,20, <=50K
23,10,40, <=50K
42,10,60, <=50K
26,9,40, <=50K
41,9,40, <=50K
18,8,20, <=50K
45,9,50, >50K
40,11,40, >50K
21,10,20, <=50K
21,9,30, <=50K
34,13,40, <=50K
49,14,43, >50K
28,9,45, <=50K
38,9,35, <=50K
42,12,40, >50K
21,10,20, <=50K
26,9,60, >50K
25,10,40, <=50K
47,10,50, >50K
52,14,70, >50K
21,10,30, <=50K
26,9,40, <=50K
37,10,40, <=50K
39,11,40, <=50K
43,9,40, >50K
41,12,40, >50K
36,12,42, <=50K
43,10,40, <=50K
62,9,40, >50K
28,4,84, <=50K
19,10,40, <=50K
40,11,40, >50K
17,7,8, <=50K
21,9,40, <=50K
26,13,20, <=50K
27,13,33, <=50K
34,9,35, <=50K
28,10,65, <=50K
23,6,40, <=50K
66,4,48, <=50K
51,16,40, >50K
56,10,40, <=50K
21,9,40, <=50K
26,13,42, <=50K
38,14,70, >50K
64,10,12, <=50K
34,5,40, <=50K
27,13,40, >50K
30,13,70, <=50K
31,10,40, <=50K
44,9,40, <=50K
46,9,40, <=50K
18,10,30, <=50K
52,11,32, <=50K
31,9,65, <=50K
66,13,40, >50K
67,14,60, >50K
63,13,60, <=50K
37,9,20, <=50K
27,9,40, <=50K
42,9,40, <=50K
41,9,50, <=50K
42,10,60, <=50K
45,10,40, >50K
26,13,48, >50K
71,7,75, <=50K
24,8,40, <=50K
44,10,6, >50K
21,10,20, <=50K
40,10,50, <=50K
49,10,40, <=50K
33,13,25, >50K
39,10,40, >50K
20,7,20, <=50K
42,9,48, <=50K
30,13,55, >50K
59,9,40, >50K
32,9,80, <=50K
23,9,40, <=50K
21,10,40, <=50K
47,9,35, <=50K
60,9,50, <=50K
50,13,13, <=50K
38,13,40, <=50K
21,9,50, <=50K
34,10,35, <=50K
56,9,40, <=50K
43,10,32, <=50K
37,10,40, >50K
23,10,40, <=50K
29,9,40, <=50K
43,10,48, <=50K
35,15,80, >50K
37,10,20, <=50K
36,14,45, >50K
25,13,60, <=50K
24,10,40, <=50K
24,10,40, >50K
26,12,40, <=50K
36,9,45, <=50K
40,12,40, <=50K
32,13,50, <=50K
49,15,60, >50K
38,9,40, <=50K
50,9,40, <=50K
31,9,25, <=50K
46,5,40, <=50K
25,10,40, <=50K
35,9,90, <=50K
57,9,40, <=50K
32,9,40, <=50K
33,10,40, <=50K
46,10,40, <=50K
41,14,40, <=50K
29,12,45, <=50K
30,9,8, <=50K
63,9,70, <=50K
22,10,42, <=50K
26,9,44, <=50K
39,9,40, >50K
26,9,45, <=50K
49,16,50, >50K
38,9,40, <=50K
38,9,40, <=50K
67,9,40, >50K
30,9,40, <=50K
24,10,60, <=50K
61,9,40, <=50K
38,9,20, <=50K
37,12,48, <=50K
24,9,40, <=50K
42,10,40, >50K
42,13,50, >50K
49,13,42, >50K
39,7,46, <=50K
33,10,40, <=50K
32,9,50, >50K
62,11,45, >50K
45,14,70, >50K
22,9,54, <=50K
31,11,40, <=50K
20,9,40, <=50K
30,9,55, <=50K
38,13,50, <=50K
75,9,30, <=50K
31,11,40, <=50K
57,9,20, <=50K
32,9,40, <=50K
44,12,45, >50K
41,10,20, <=50K
27,10,48, <=50K
32,9,40, <=50K
60,10,55, <=50K
45,9,40, <=50K
22,9,40, <=50K
42,11,40, <=50K
44,9,40, <=50K
27,9,40, <=50K
53,10,40, >50K
60,4,40, <=50K
25,10,40, <=50K
65,3,21, <=50K
41,14,50, >50K
47,16,50, >50K
29,10,37, <=50K
44,10,40, >50K
48,10,40, <=50K
20,9,20, <=50K
40,13,40, <=50K
42,13,40, <=50K
43,9,50, <=50K
41,11,40, <=50K
30,9,30, <=50K
18,9,25, <=50K
20,10,8, <=50K
40,14,50, <=50K
31,7,50, <=50K
22,13,30, <=50K
36,12,50, <=50K
44,11,40, <=50K
45,9,40, <=50K
50,13,40, >50K
30,9,40, <=50K
24,9,40, <=50K
47,9,45, >50K
48,9,44, <=50K
48,9,40, <=50K
42,13,40, >50K
43,5,40, <=50K
59,9,24, >50K
30,13,40, <=50K
23,12,40, <=50K
67,9,10, <=50K
46,11,40, <=50K
27,9,60, <=50K
44,13,45, <=50K
43,10,40, <=50K
39,9,40, <=50K
23,10,15, <=50K
50,13,60, <=50K
42,13,40, <=50K
49,9,40, <=50K
24,10,40, <=50K
39,13,40, <=50K
31,9,50, <=50K
33,9,45, >50K
28,13,40, <=50K
44,9,40, <=50K
17,7,18, <=50K
50,9,40, <=50K
47,9,40, <=50K
42,12,45, >50K
38,6,40, <=50K
27,9,40, <=50K
64,9,50, <=50K
61,13,55, <=50K
20,10,20, <=50K
37,6,40, <=50K
34,9,40, <=50K
17,6,40, <=50K
37,9,40, <=50K
49,13,40, >50K
28,13,40, <=50K
26,10,55, >50K
35,8,40, <=50K
50,14,50, >50K
38,8,40, >50K
22,13,20, <=50K
44,9,40, >50K
20,10,20, <=50K
48,9,40, <=50K
51,9,40, <=50K
37,10,40, >50K
58,9,40, <=50K
21,9,40, <=50K
45,9,40, >50K
49,10,45, <=50K
27,10,60, <=50K
64,9,5, <=50K
20,10,40, <=50K
48,11,43, >50K
43,11,48, <=50K
50,9,40, >50K
32,10,48, <=50K
28,10,55, >50K
31,10,60, <=50K
44,14,40, >50K
50,15,52, >50K
30,9,40, <=50K
27,13,2, <=50K
42,16,36, >50K
31,10,10, <=50K
17,6,20, <=50K
21,10,20, <=50K
29,9,40, <=50K
42,13,45, >50K
35,13,50, <=50K
45,13,40, >50K
49,9,40, <=50K
57,11,40, <=50K
28,11,50, <=50K
37,11,40, <=50K
55,9,72, >50K
40,15,40, >50K
55,14,50, <=50K
30,13,99, <=50K
61,13,50, >50K
38,15,99, >50K
42,10,50, >50K
41,9,40, >50K
43,10,40, >50K
47,9,40, <=50K
36,10,60, <=50K
29,13,40, <=50K
21,7,40, <=50K
57,14,50, >50K
56,7,40, <=50K
54,13,38, <=50K
44,13,40, >50K
57,9,62, <=50K
27,9,30, <=50K
38,9,35, <=50K
39,10,40, <=50K
43,14,50, <=50K
49,9,40, <=50K
37,9,40, <=50K
66,7,30, <=50K
76,9,30, <=50K
38,13,50, >50K
36,13,40, >50K
31,9,42, <=50K
33,10,40, <=50K
64,9,40, <=50K
43,10,40, <=50K
51,11,40, >50K
66,9,50, <=50K
37,10,70, >50K
35,14,40, <=50K
45,9,40, >50K
38,9,50, <=50K
36,13,40, >50K
36,9,50, <=50K
54,3,40, >50K
36,13,40, >50K
22,10,98, <=50K
29,11,40, <=50K
58,7,16, <=50K
45,9,40, <=50K
18,10,40, <=50K
47,9,40, <=50K
52,10,50, >50K
20,10,15, <=50K
29,9,40, <=50K
19,9,16, <=50K
39,12,40, <=50K
29,13,40, <=50K
35,15,80, >50K
18,10,20, <=50K
37,10,55, >50K
47,7,8, <=50K
53,10,40, >50K
51,14,70, >50K
18,6,27, <=50K
34,9,50, <=50K
36,9,40, <=50K
34,10,40, <=50K
36,9,40, >50K
39,9,40, >50K
58,9,40, <=50K
37,9,40, <=50K
31,9,85, <=50K
22,10,40, <=50K
49,9,40, <=50K
46,13,50, >50K
27,10,45, <=50K
26,3,50, <=50K
40,9,40, <=50K
30,10,50, <=50K
20,10,35, <=50K
35,13,50, >50K
31,13,40, <=50K
40,9,40, <=50K
39,14,32, <=50K
49,9,40, >50K
27,13,40, <=50K
59,13,40, >50K
30,6,50, <=50K
63,9,11, <=50K
84,10,35, >50K
23,11,40, <=50K
42,11,60, <=50K
47,9,38, >50K
78,13,15, <=50K
58,11,42, <=50K
47,13,60, >50K
26,10,55, >50K
48,9,40, <=50K
37,11,60, >50K
24,9,50, <=50K
27,8,40, <=50K
46,9,40, <=50K
30,9,50, <=50K
31,12,41, <=50K
24,13,40, <=50K
38,11,40, >50K
21,9,32, <=50K
56,9,38, <=50K
41,9,45, <=50K
22,9,40, <=50K
42,9,40, <=50K
54,7,50, >50K
45,11,40, >50K
43,9,40, <=50K
40,6,40, <=50K
34,9,40, <=50K
24,9,40, <=50K
21,9,35, <=50K
24,10,40, <=50K
28,14,50, <=50K
38,10,20, <=50K
34,9,70, <=50K
57,9,55, <=50K
21,9,37, <=50K
45,10,40, <=50K
48,7,40, <=50K
37,9,40, <=50K
26,13,50, <=50K
32,15,40, >50K
26,10,20, <=50K
29,13,40, <=50K
29,9,50, <=50K
19,9,28, <=50K
21,9,40, <=50K
36,10,40, <=50K
31,14,30, <=50K
28,9,60, <=50K
19,10,15, <=50K
26,9,25, <=50K
52,9,40, >50K
75,13,48, >50K
48,13,40, <=50K
47,9,40, <=50K
31,14,50, <=50K
46,10,40, >50K
59,4,40, <=50K
34,9,15, <=50K
42,13,32, <=50K
29,12,45, <=50K
30,13,40, <=50K
33,10,40, <=50K
31,6,40, <=50K
34,9,40, <=50K
60,9,40, <=50K
45,13,40, >50K
48,12,45, <=50K
30,9,32, <=50K
19,10,35, <=50K
45,6,40, <=50K
43,10,38, >50K
42,13,45, <=50K
18,10,26, <=50K
35,10,40, <=50K
24,4,40, <=50K
47,14,47, >50K
30,9,40, <=50K
42,9,50, <=50K
64,14,50, <=50K
34,10,40, >50K
18,9,40, <=50K
22,10,40, <=50K
27,9,40, <=50K
22,9,25, <=50K
38,9,25, <=50K
26,14,25, <=50K
53,9,45, <=50K
38,13,50, >50K
23,13,20, <=50K
20,10,20, <=50K
28,9,40, <=50K
31,4,20, <=50K
17,6,15, <=50K
59,10,40, >50K
46,9,60, >50K
49,10,50, >50K
47,13,40, >50K
34,9,40, <=50K
34,10,40, <=50K
39,13,48, <=50K
36,7,40, <=50K
29,15,50, <=50K
26,9,40, <=50K
35,9,40, <=50K
53,10,25, <=50K
29,13,55, >50K
43,9,40, >50K
48,13,25, >50K
42,9,25, <=50K
23,13,38, <=50K
23,9,40, <=50K
69,9,20, <=50K
75,5,5, <=50K
48,7,60, <=50K
40,9,38, <=50K
39,13,20, <=50K
49,16,45, >50K
34,9,50, <=50K
38,9,60, <=50K
85,9,35, <=50K
35,9,35, >50K
25,13,45, >50K
62,4,40, <=50K
46,9,43, >50K
40,10,60, <=50K
22,12,20, <=50K
49,5,38, <=50K
34,10,40, <=50K
19,9,25, <=50K
19,7,60, <=50K
76,4,30, <=50K
19,7,10, <=50K
19,10,28, <=50K
41,13,40, >50K
37,13,30, >50K
56,9,40, <=50K
32,13,55, <=50K
51,9,60, <=50K
34,13,60, >50K
21,9,25, <=50K
38,9,50, <=50K
27,9,65, >50K
57,9,40, <=50K
33,10,50, <=50K
52,13,30, >50K
23,12,20, <=50K
46,9,50, >50K
25,9,38, <=50K
25,10,40, <=50K
37,14,45, >50K
50,5,40, <=50K
23,10,40, <=50K
65,10,27, <=50K
21,10,25, <=50K
43,10,60, <=50K
47,13,45, <=50K
17,6,30, <=50K
49,4,70, <=50K
44,14,60, >50K
18,9,30, <=50K
58,9,72, <=50K
62,6,40, <=50K
81,9,26, >50K
69,13,50, >50K
25,13,40, <=50K
21,10,8, <=50K
28,9,40, <=50K
35,10,43, >50K
43,14,45, >50K
35,13,45, >50K
65,9,40, <=50K
38,13,40, >50K
50,9,40, <=50K
19,10,25, <=50K
20,10,20, <=50K
35,13,50, >50K
20,8,35, <=50K
20,12,40, <=50K
51,9,40, <=50K
39,11,40, <=50K
44,9,48, >50K
18,7,25, <=50K
26,9,50, <=50K
48,13,37, >50K
26,10,50, <=50K
33,11,40, <=50K
38,9,10, <=50K
29,10,35, <=50K
21,9,40, <=50K
55,9,50, >50K
36,9,40, <=50K
29,7,40, <=50K
50,9,20, <=50K
45,16,50, >50K
50,10,40, >50K
60,11,37, <=50K
43,9,55, <=50K
25,9,40, <=50K
26,13,55, >50K
22,10,30, <=50K
20,9,40, <=50K
30,13,40, <=50K
25,10,40, <=50K
38,9,40, <=50K
19,10,40, <=50K
39,9,50, >50K
34,14,55, >50K
21,10,40, <=50K
30,11,45, <=50K
37,11,40, <=50K
66,4,20, <=50K
58,9,40, >50K
49,9,40, <=50K
19,10,40, <=50K
33,13,30, <=50K
42,14,50, >50K
33,6,40, <=50K
29,13,50, <=50K
29,11,40, <=50K
23,9,40, <=50K
34,7,40, <=50K
32,13,40, <=50K
23,9,40, <=50K
33,13,80, >50K
36,10,40, <=50K
42,14,45, >50K
40,9,46, <=50K
44,9,40, <=50K
46,10,50, >50K
26,9,28, <=50K
46,9,40, >50K
50,11,40, >50K
31,10,40, <=50K
19,9,60, <=50K
50,10,70, >50K
21,10,40, <=50K
31,9,24, <=50K
34,13,45, <=50K
61,9,40, <=50K
73,9,37, <=50K
40,10,50, >50K
22,9,40, <=50K
45,13,60, >50K
32,13,40, <=50K
28,11,36, <=50K
35,13,65, <=50K
57,9,60, <=50K
30,11,40, <=50K
42,9,40, <=50K
45,9,47, >50K
33,13,38, >50K
25,10,40, <=50K
31,9,40, <=50K
34,9,40, <=50K
44,9,33, <=50K
43,10,40, >50K
23,10,40, <=50K
41,13,60, >50K
44,14,40, <=50K
20,7,25, <=50K
28,9,40, <=50K
41,9,60, <=50K
41,13,50, <=50K
24,10,20, <=50K
22,11,44, <=50K
35,9,40, <=50K
25,13,40, <=50K
46,9,40, <=50K
28,10,40, <=50K
40,10,40, <=50K
25,10,40, <=50K
33,9,40, <=50K
31,9,40, <=50K
31,9,40, <=50K
25,10,35, <=50K
21,10,40, <=50K
26,9,40, <=50K
64,13,5, <=50K
78,12,4, <=50K
35,10,55, <=50K
18,10,30, <=50K
25,8,40, <=50K
29,13,35, <=50K
47,4,60, >50K
27,9,45, <=50K
53,9,48, <=50K
21,10,10, <=50K
60,11,60, <=50K
29,9,45, <=50K
31,4,40, <=50K
45,9,40, <=50K
42,9,40, <=50K
22,9,40, <=50K
36,10,40, <=50K
39,10,70, <=50K
56,13,40, >50K
23,10,10, <=50K
56,9,55, >50K
32,16,65, >50K
37,7,50, <=50K
48,9,60, <=50K
39,5,40, <=50K
29,9,55, <=50K
61,9,40, >50K
30,9,40, <=50K
42,10,40, <=50K
20,8,40, <=50K
68,9,32, <=50K
24,13,15, <=50K
31,13,55, >50K
48,12,40, <=50K
25,13,40, <=50K
60,9,15, >50K
56,13,40, <=50K
31,8,40, <=50K
32,9,40, <=50K
49,7,35, <=50K
45,11,50, >50K
21,9,40, <=50K
39,9,24, <=50K
50,13,45, <=50K
42,5,40, <=50K
59,14,60, >50K
30,9,40, <=50K
45,9,40, <=50K
53,9,40, <=50K
63,10,35, >50K
51,13,40, >50K
35,10,40, <=50K
32,13,50, >50K
67,4,40, <=50K
43,13,50, <=50K
36,15,60, <=50K
44,10,40, >50K
33,9,40, <=50K
31,10,45, <=50K
28,9,45, <=50K
22,10,25, <=50K
20,10,15, <=50K
50,9,40, >50K
55,4,40, <=50K
52,11,40, <=50K
54,2,50, <=50K
43,13,50, <=50K
69,13,20, <=50K
39,11,37, <=50K
35,9,70, <=50K
41,13,40, <=50K
38,9,40, <=50K
62,13,40, >50K
42,13,40, <=50K
27,5,40, <=50K
30,12,40, <=50K
20,10,40, <=50K
53,13,50, >50K
30,13,40, <=50K
25,13,40, <=50K
25,12,40, <=50K
28,9,40, <=50K
45,13,50, <=50K
38,6,40, >50K
77,14,6, >50K
22,13,40, <=50K
37,10,65, <=50K
48,14,60, <=50K
19,10,40, <=50K
70,10,4, >50K
33,9,40, <=50K
18,10,40, <=50K
34,13,30, >50K
39,9,50, <=50K
20,9,40, <=50K
35,9,40, <=50K
58,9,40, <=50K
49,14,40, >50K
45,9,50, <=50K
48,11,40, >50K
55,6,45, <=50K
50,15,36, >50K
17,8,25, <=50K
44,10,55, >50K
49,13,50, >50K
57,14,60, >50K
33,10,65, <=50K
40,13,40, <=50K
56,9,35, >50K
17,7,30, <=50K
54,11,40, <=50K
31,10,40, <=50K
54,9,50, >50K
24,10,30, <=50K
22,10,35, <=50K
22,10,42, <=50K
23,9,12, <=50K
41,9,40, >50K
63,6,40, <=50K
35,7,40, <=50K
18,9,40, <=50K
34,9,40, >50K
40,14,50, <=50K
48,15,40, >50K
28,9,50, <=50K
31,13,50, >50K
50,9,40, <=50K
28,13,40, <=50K
18,8,12, <=50K
58,9,20, >50K
25,14,40, <=50K
19,10,10, <=50K
49,9,40, <=50K
18,8,30, <=50K
46,9,40, >50K
35,9,40, >50K
28,12,3, <=50K
57,13,80, >50K
48,10,40, <=50K
31,14,48, >50K
48,13,60, >50K
50,9,40, <=50K
55,10,40, >50K
45,13,40, <=50K
50,9,40, >50K
24,9,48, <=50K
25,13,13, <=50K
36,10,40, <=50K
60,6,40, <=50K
36,10,92, <=50K
39,9,35, <=50K
37,13,50, <=50K
55,13,40, <=50K
30,10,40, <=50K
33,7,53, <=50K
29,10,40, <=50K
46,13,40, >50K
23,9,40, <=50K
27,11,40, <=50K
42,9,40, >50K
24,11,40, <=50K
24,10,35, <=50K
39,9,40, >50K
41,14,70, >50K
40,14,35, >50K
25,10,30, <=50K
61,9,40, <=50K
49,15,85, >50K
54,12,50, >50K
42,12,45, >50K
58,9,40, <=50K
45,13,40, >50K
33,9,50, <=50K
42,14,40, <=50K
42,13,35, <=50K
47,7,40, <=50K
31,13,35, <=50K
18,8,40, <=50K
40,13,50, >50K
41,13,40, <=50K
34,14,60, <=50K
67,9,20, <=50K
55,9,40, <=50K
26,9,40, <=50K
36,14,40, <=50K
53,15,60, >50K
30,13,40, <=50K
28,13,40, <=50K
43,9,40, >50K
70,9,37, <=50K
44,10,45, <=50K
42,9,40, <=50K
36,13,40, >50K
46,9,40, <=50K
19,9,40, <=50K
34,12,50, >50K
51,9,38, <=50K
46,11,40, <=50K
51,9,40, <=50K
45,14,48, >50K
29,9,50, <=50K
49,14,50, >50K
44,13,50, >50K
36,9,40, >50K
30,9,55, <=50K
36,9,40, <=50K
51,9,80, >50K
41,14,40, <=50K
55,10,40, <=50K
27,12,40, <=50K
31,9,50, <=50K
59,10,40, >50K
25,9,35, <=50K
68,14,40, <=50K
37,13,30, >50K
18,9,40, <=50K
59,9,40, <=50K
51,10,40, <=50K
50,9,15, <=50K
28,9,30, <=50K
25,13,50, <=50K
46,11,42, <=50K
38,15,45, >50K
41,9,50, <=50K
62,9,40, >50K
73,7,40, <=50K
